plan_Info_PID,plan_Solutions_1_M1,plan_Solutions_1_M2,plan_Solutions_1_S1,plan_Solutions_1_ann. time,plan_Solutions_1_conc.,plan_Solutions_1_speed,features_A.1.c_UV,features_A.1.w_UV,features_A.1a.c_UV,features_A.1a.w_UV,features_A_UV,features_Atot_UV,features_D.1.c_UV,features_D.1a.c_UV,features_D_UV,features_Dtot_UV,features_XA_UV,features_XD_UV,features_XamA_UV,features_XamD_UV,features_atot_UV,FF_IV,JSC_IV,PCE_IV,VOC_IV,date_IV,pos_IV,sigp_IV,xpos_IV,ypos_IV,EnergyLevel_HOMO_Acceptor,EnergyLevel_HOMO_Donor,EnergyLevel_LUMO_Acceptor,EnergyLevel_LUMO_Donor,EnergyLevel_Offset,plan2_Solutions_1_M1,plan2_Solutions_1_M2,plan2_Solutions_1_S1,FitSessionName,Overall_FitSessionName,FOM_UV,date_UV,name_UV,pos_UV,res_UV,xpos_UV,ypos_UV,PseudoFeature_M1,PseudoFeature_M2,HotOneEncoded_plan_Solutions_1_M1_PM6_321136,HotOneEncoded_plan_Solutions_1_M1_PTVT-T_321032,HotOneEncoded_plan_Solutions_1_M1_PTQ10_321145,HotOneEncoded_plan_Solutions_1_M1_PCE10_120058,HotOneEncoded_plan_Solutions_1_M1_D18CL_323001,HotOneEncoded_plan_Solutions_1_M2_BTP-4F-12 (Y12)_321125,HotOneEncoded_plan_Solutions_1_M2_ITIC_120057,HotOneEncoded_plan_Solutions_1_M2_ITIC-4F_120033,HotOneEncoded_plan_Solutions_1_M2_L8-BO_321144,HotOneEncoded_plan_Solutions_1_M2_PY-IT_321127,Paper_PID
25623,D18CL_323001,ITIC_120057,CF,2,10,3000,1.768344606,0.091865944,1.959808281,0.084348319,0.230994809,0.288743511,2.159911763,2.315416539,0.063774117,0.100571783,0.741670094,0.258329906,0.2,0.365884591,0.389315294,57.45159306,15.33258223,9.050185751,1.02740131,03.11.2023 16:47,B-2,2.62E-06,1,0.6,5.45,5.34,3.81,3.31,1.53,D18CL_323001,ITIC_120057,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:ITIC,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.173585976,03.11.2023 12:04,25623_192819_OD_x2y2,x2y2,0.007832466,1,0.6,5,2,0,0,0,0,1,0,1,0,0,0,135
25624,D18CL_323001,ITIC_120057,CF,1,10,2000,1.77272269,0.093248638,1.963246641,0.085,0.285765781,0.357207226,2.161600907,2.318307238,0.086543763,0.136479514,0.723550375,0.276449625,0.2,0.365884591,0.49368674,58.20421622,15.87270725,9.482492683,1.026400995,03.11.2023 16:49,B-1,4.82E-06,0.6,0.6,5.45,5.34,3.81,3.31,1.53,D18CL_323001,ITIC_120057,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:ITIC,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.356426991,03.11.2023 12:10,25624_192824_OD_x1y2,x1y2,0.01258749,0.6,0.6,5,2,0,0,0,0,1,0,1,0,0,0,136
25624,D18CL_323001,ITIC_120057,CF,1,10,2000,1.771284342,0.093089238,1.962302226,0.085,0.263666991,0.329583739,2.161590089,2.317223226,0.076342649,0.120392358,0.732447215,0.267552785,0.2,0.365884591,0.449976097,58.0399886,15.67310745,9.341181598,1.026879268,03.11.2023 16:49,A-1,3.83E-06,0.6,1.4,5.45,5.34,3.81,3.31,1.53,D18CL_323001,ITIC_120057,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:ITIC,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.275679932,03.11.2023 12:10,25624_192824_OD_x1y1,x1y1,0.010538558,0.6,1.4,5,2,0,0,0,0,1,0,1,0,0,0,136
25624,D18CL_323001,ITIC_120057,CF,1,10,2000,1.772712128,0.093257048,1.963139209,0.085,0.281522162,0.351902703,2.161130316,2.318239689,0.084805035,0.13373754,0.724616026,0.275383974,0.2,0.365884591,0.485640243,58.07099769,15.66232561,9.338479438,1.026740353,03.11.2023 16:49,A-2,3.36E-06,1,1.4,5.45,5.34,3.81,3.31,1.53,D18CL_323001,ITIC_120057,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:ITIC,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.333249668,03.11.2023 12:10,25624_192824_OD_x2y1,x2y1,0.012070371,1,1.4,5,2,0,0,0,0,1,0,1,0,0,0,136
25624,D18CL_323001,ITIC_120057,CF,1,10,2000,1.772282802,0.09325475,1.962893068,0.085,0.282447023,0.353058779,2.161588012,2.318554582,0.085030073,0.134092424,0.724741675,0.275258325,0.2,0.365884591,0.487151204,58.48036847,15.41476924,9.251610767,1.026290302,03.11.2023 16:49,A-3,3.67E-06,1.4,1.4,5.45,5.34,3.81,3.31,1.53,D18CL_323001,ITIC_120057,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:ITIC,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.340887883,03.11.2023 12:10,25624_192824_OD_x3y1,x3y1,0.012299626,1.4,1.4,5,2,0,0,0,0,1,0,1,0,0,0,136
25633,D18CL_323001,L8-BO_321144,CF,0,15,2000,1.568279404,0.06734685,1.736486869,0.09546407,0.322568851,0.49998172,2.115640564,2.311458522,0.217911272,0.343646076,0.592656764,0.407343236,0.35483871,0.365884591,0.843627796,61.3921868,23.82701566,13.68902083,0.9358142,08.11.2023 12:00,B-3,1.47E-06,1.4,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.111186045,03.11.2023 16:04,25633_193228_OD_x3y2,x3y2,0.014650317,1.4,0.6,5,4,0,0,0,0,1,0,0,0,1,0,137
25633,D18CL_323001,L8-BO_321144,CF,0,15,2000,1.568954196,0.0671956,1.736926962,0.095335788,0.32550848,0.504538143,2.115622063,2.311503695,0.220555737,0.347816397,0.591934599,0.408065401,0.35483871,0.365884591,0.85235454,61.14815769,23.83492303,13.66969448,0.937911104,08.11.2023 12:00,A-3,1.18E-06,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.112116651,03.11.2023 16:04,25633_193228_OD_x3y1,x3y1,0.014815849,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,137
25633,D18CL_323001,L8-BO_321144,CF,0,15,2000,1.567927345,0.06732152,1.736104564,0.095352072,0.325602185,0.504683387,2.115889522,2.311804235,0.22079023,0.348186193,0.591747436,0.408252564,0.35483871,0.365884591,0.85286958,61.08823957,23.60165988,13.51193579,0.937167923,08.11.2023 12:00,B-1,2.08E-06,0.6,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.114922404,03.11.2023 16:04,25633_193228_OD_x1y2,x1y2,0.015044362,0.6,0.6,5,4,0,0,0,0,1,0,0,0,1,0,137
25633,D18CL_323001,L8-BO_321144,CF,0,15,2000,1.569848516,0.066664126,1.737708697,0.094951138,0.338168958,0.524161884,2.115358749,2.311161721,0.232368936,0.366445812,0.588544077,0.411455923,0.35483871,0.365884591,0.890607696,59.5972434,24.08513538,13.47315459,0.938629131,08.11.2023 12:00,A-1,2.19E-06,0.6,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.122352525,03.11.2023 16:04,25633_193228_OD_x1y1,x1y1,0.016004558,0.6,1.4,5,4,0,0,0,0,1,0,0,0,1,0,137
25634,D18CL_323001,L8-BO_321144,CF,0,12.5,2000,1.561650539,0.074607604,1.730570601,0.102575847,0.246013623,0.381321116,2.114606182,2.307326359,0.149377868,0.235568897,0.618134688,0.381865312,0.35483871,0.365884591,0.616890013,66.16772134,24.78623069,15.38492278,0.93807736,08.11.2023 12:03,A-1,2.16E-06,0.6,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.171317787,03.11.2023 16:09,25634_193236_OD_x1y1,x1y1,0.013649659,0.6,1.4,5,4,0,0,0,0,1,0,0,0,1,0,138
25634,D18CL_323001,L8-BO_321144,CF,0,12.5,2000,1.560571743,0.075014709,1.729659068,0.102736655,0.24370346,0.377740364,2.114759036,2.307049109,0.148447724,0.234102061,0.617381777,0.382618223,0.35483871,0.365884591,0.611842425,66.68010391,24.48945558,15.29195942,0.936456781,08.11.2023 12:03,B-1,1.25E-06,0.6,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.160124531,03.11.2023 16:09,25634_193236_OD_x1y2,x1y2,0.013120671,0.6,0.6,5,4,0,0,0,0,1,0,0,0,1,0,138
25634,D18CL_323001,L8-BO_321144,CF,0,12.5,2000,1.563645329,0.070804439,1.733409888,0.099697814,0.264538236,0.410034266,2.118526267,2.314658556,0.170091212,0.268233841,0.604531249,0.395468751,0.35483871,0.365884591,0.678268108,66.24095656,24.42408114,15.15521862,0.936736357,08.11.2023 12:03,A-3,1.64E-06,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.136684643,03.11.2023 16:09,25634_193236_OD_x3y1,x3y1,0.013102092,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,138
25634,D18CL_323001,L8-BO_321144,CF,0,12.5,2000,1.56138718,0.074478746,1.730457213,0.102307462,0.246928683,0.382739459,2.115267975,2.308314523,0.151113835,0.238306518,0.616282003,0.383717997,0.35483871,0.365884591,0.621045977,66.39305413,24.33972129,15.12036032,0.935672559,08.11.2023 12:03,B-3,1.76E-06,1.4,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.159558488,03.11.2023 16:09,25634_193236_OD_x3y2,x3y2,0.013201446,1.4,0.6,5,4,0,0,0,0,1,0,0,0,1,0,138
25635,D18CL_323001,L8-BO_321144,CF,0,10,2000,1.554587383,0.077922955,1.724282748,0.106445092,0.203994842,0.316192005,2.111611912,2.298316913,0.115511952,0.182162349,0.634472244,0.365527756,0.35483871,0.365884591,0.498354354,66.60662368,23.84643747,14.90395326,0.938340698,08.11.2023 12:05,A-2,2.13E-06,1,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.153261637,03.11.2023 16:15,25635_193258_OD_x2y1,x2y1,0.011119678,1,1.4,5,4,0,0,0,0,1,0,0,0,1,0,139
25635,D18CL_323001,L8-BO_321144,CF,0,10,2000,1.550479857,0.078078544,1.721652138,0.106774067,0.191940442,0.297507684,2.110034535,2.294938109,0.104768515,0.165219948,0.642943416,0.357056584,0.35483871,0.365884591,0.462727632,66.98161337,23.58913577,14.81110281,0.937388805,08.11.2023 12:05,A-1,2.07E-06,0.6,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.119704918,03.11.2023 16:15,25635_193258_OD_x1y1,x1y1,0.009322943,0.6,1.4,5,4,0,0,0,0,1,0,0,0,1,0,139
25635,D18CL_323001,L8-BO_321144,CF,0,10,2000,1.554079027,0.077922547,1.724142396,0.106422384,0.201477238,0.312289719,2.111647078,2.297903624,0.114074722,0.179895837,0.634495903,0.365504097,0.35483871,0.365884591,0.492185557,66.86356446,23.57205236,14.78368046,0.937984464,08.11.2023 12:05,A-3,7.19E-06,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.14735801,03.11.2023 16:15,25635_193258_OD_x3y1,x3y1,0.010831832,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,139
25635,D18CL_323001,L8-BO_321144,CF,0,10,2000,1.552296832,0.07778733,1.722608531,0.106959122,0.190135427,0.294709912,2.109762846,2.294100171,0.103693779,0.16352509,0.643141425,0.356858575,0.35483871,0.365884591,0.458235001,67.19872236,23.32742435,14.70983516,0.938382717,08.11.2023 12:05,B-1,1.45E-06,0.6,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.132080194,03.11.2023 16:15,25635_193258_OD_x1y2,x1y2,0.009752901,0.6,0.6,5,4,0,0,0,0,1,0,0,0,1,0,139
25636,D18CL_323001,L8-BO_321144,CF,0,10,1000,1.566006195,0.072039752,1.734046535,0.100523096,0.259622548,0.40241495,2.114596519,2.308301478,0.163080811,0.257178438,0.610095488,0.389904512,0.35483871,0.365884591,0.659593388,65.90376093,24.30765637,14.99208752,0.935855552,08.11.2023 12:08,A-1,1.67E-06,0.6,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.166844298,03.11.2023 16:21,25636_193276_OD_x1y1,x1y1,0.014225326,0.6,1.4,5,4,0,0,0,0,1,0,0,0,1,0,140
25636,D18CL_323001,L8-BO_321144,CF,0,10,1000,1.562317834,0.074621142,1.73068773,0.10295356,0.240610417,0.372946146,2.114011874,2.305880886,0.145467344,0.229402002,0.619153802,0.380846198,0.35483871,0.365884591,0.602348148,65.04993506,24.22374251,14.74316536,0.935626746,08.11.2023 12:08,A-2,1.60E-06,1,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.185790609,03.11.2023 16:21,25636_193276_OD_x2y1,x2y1,0.013987778,1,1.4,5,4,0,0,0,0,1,0,0,0,1,0,140
25636,D18CL_323001,L8-BO_321144,CF,0,10,1000,1.562352749,0.073041322,1.731330868,0.100810904,0.257513969,0.399146652,2.115267299,2.308432048,0.160203176,0.252640409,0.612388119,0.387611881,0.35483871,0.365884591,0.651787061,66.49911419,23.66760636,14.68899607,0.933301399,08.11.2023 12:08,B-1,1.67E-06,0.6,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.13830917,03.11.2023 16:21,25636_193276_OD_x1y2,x1y2,0.012667136,0.6,0.6,5,4,0,0,0,0,1,0,0,0,1,0,140
25636,D18CL_323001,L8-BO_321144,CF,0,10,1000,1.563321502,0.07343048,1.731984098,0.101521184,0.252504813,0.39138246,2.11489349,2.307816849,0.15654619,0.246873342,0.613206271,0.386793729,0.35483871,0.365884591,0.638255802,66.16674205,23.58299156,14.60097466,0.935714158,08.11.2023 12:08,A-3,9.81E-07,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.160137986,03.11.2023 16:21,25636_193276_OD_x3y1,x3y1,0.013503799,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,140
25637,D18CL_323001,L8-BO_321144,CF,2,10,1000,1.550862196,0.071731881,1.725905294,0.101660077,0.257609169,0.399294212,2.113376016,2.305705668,0.163027568,0.257094474,0.608319766,0.391680234,0.35483871,0.365884591,0.656388686,65.52557748,25.11421686,15.24278904,0.926262202,08.11.2023 12:10,B-3,4.99E-06,1.4,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.093463832,03.11.2023 16:27,25637_193290_OD_x3y2,x3y2,0.01052744,1.4,0.6,5,4,0,0,0,0,1,0,0,0,1,0,141
25637,D18CL_323001,L8-BO_321144,CF,2,10,1000,1.555257247,0.07122213,1.729485169,0.101481562,0.264075013,0.40931627,2.112444882,2.30461972,0.172476248,0.271995043,0.600777152,0.399222848,0.35483871,0.365884591,0.681311313,64.40261031,25.11977639,15.01463538,0.928101663,08.11.2023 12:10,A-2,1.17E-05,1,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.112064214,03.11.2023 16:27,25637_193290_OD_x2y1,x2y1,0.012323098,1,1.4,5,4,0,0,0,0,1,0,0,0,1,0,141
25637,D18CL_323001,L8-BO_321144,CF,2,10,1000,1.552321768,0.072557142,1.727458924,0.102470687,0.257688207,0.399416721,2.112640541,2.305281168,0.160786756,0.253560714,0.611685335,0.388314665,0.35483871,0.365884591,0.652977435,64.4209014,24.69469289,14.75872676,0.927723303,08.11.2023 12:10,A-1,1.04E-05,0.6,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.101968752,03.11.2023 16:27,25637_193290_OD_x1y1,x1y1,0.010933709,0.6,1.4,5,4,0,0,0,0,1,0,0,0,1,0,141
25637,D18CL_323001,L8-BO_321144,CF,2,10,1000,1.552230618,0.073049236,1.727233879,0.103123516,0.252384037,0.391195257,2.112217003,2.304115699,0.157001745,0.247591752,0.612403276,0.387596724,0.35483871,0.365884591,0.638787009,63.58089199,25.07620992,14.75327742,0.925337144,08.11.2023 12:10,A-3,1.56E-05,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.11123628,03.11.2023 16:27,25637_193290_OD_x3y1,x3y1,0.011323227,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,141
25638,D18CL_323001,L8-BO_321144,CF,0,10,3000,1.548406141,0.076330028,1.71930321,0.106835645,0.165785312,0.256967233,2.107367441,2.288470495,0.08740523,0.137838048,0.650870809,0.349129191,0.35483871,0.365884591,0.394805281,66.9217389,23.01023996,14.43355493,0.937313656,08.11.2023 12:13,A-3,4.60E-06,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.084239127,03.11.2023 16:32,25638_193303_OD_x3y1,x3y1,0.007069294,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,142
25638,D18CL_323001,L8-BO_321144,CF,0,10,3000,1.548651966,0.076113965,1.719336804,0.10671209,0.163120998,0.252837547,2.107033846,2.287785128,0.086270277,0.136048226,0.650158901,0.349841099,0.35483871,0.365884591,0.388885774,66.06660967,22.96360236,14.21813457,0.937174756,08.11.2023 12:13,A-2,7.22E-06,1,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.082853018,03.11.2023 16:32,25638_193303_OD_x2y1,x2y1,0.006948972,1,1.4,5,4,0,0,0,0,1,0,0,0,1,0,142
25638,D18CL_323001,L8-BO_321144,CF,0,10,3000,1.548566064,0.076435488,1.719383667,0.106823373,0.166936186,0.258751088,2.107470187,2.288972948,0.088514966,0.139588102,0.649574772,0.350425228,0.35483871,0.365884591,0.39833919,66.01797106,22.95497017,14.20020202,0.937034578,08.11.2023 12:13,B-2,6.65E-06,1,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.086983806,03.11.2023 16:32,25638_193303_OD_x2y2,x2y2,0.007237495,1,0.6,5,4,0,0,0,0,1,0,0,0,1,0,142
25638,D18CL_323001,L8-BO_321144,CF,0,10,3000,1.548253263,0.076073468,1.719177196,0.106652945,0.163515439,0.25344893,2.107171497,2.288251271,0.086350074,0.136174066,0.650497872,0.349502128,0.35483871,0.365884591,0.389622996,65.84755938,22.64991202,13.94919016,0.935282466,08.11.2023 12:13,B-3,1.89E-05,1.4,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.079995542,03.11.2023 16:32,25638_193303_OD_x3y2,x3y2,0.006843362,1.4,0.6,5,4,0,0,0,0,1,0,0,0,1,0,142
25639,D18CL_323001,L8-BO_321144,CF,2,10,3000,1.538297815,0.075983668,1.715938152,0.109032114,0.163954723,0.254129821,2.104476048,2.285276276,0.088078327,0.138899522,0.646592488,0.353407512,0.35483871,0.365884591,0.393029343,61.53757181,23.07174911,13.05480818,0.919495523,08.11.2023 12:15,A-2,1.34E-05,1,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.047323244,03.11.2023 16:38,25639_193306_OD_x2y1,x2y1,0.0051053,1,1.4,5,4,0,0,0,0,1,0,0,0,1,0,143
25639,D18CL_323001,L8-BO_321144,CF,2,10,3000,1.538675424,0.076133563,1.716190812,0.10908173,0.167804003,0.260096204,2.105458574,2.287195609,0.091030137,0.143554526,0.644359552,0.355640448,0.35483871,0.365884591,0.40365073,61.6799688,22.92499156,12.99250403,0.918839233,08.11.2023 12:15,B-1,2.81E-05,0.6,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.051876622,03.11.2023 16:38,25639_193306_OD_x1y2,x1y2,0.005518135,0.6,0.6,5,4,0,0,0,0,1,0,0,0,1,0,143
25639,D18CL_323001,L8-BO_321144,CF,2,10,3000,1.538014011,0.075748437,1.715843467,0.108808044,0.16244901,0.251795965,2.104494987,2.285182116,0.087091685,0.137343587,0.647058269,0.352941731,0.35483871,0.365884591,0.389139552,58.55463022,22.55827984,12.05263854,0.912462258,08.11.2023 12:15,A-3,5.84E-05,1.4,1.4,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.044559072,03.11.2023 16:38,25639_193306_OD_x3y1,x3y1,0.004953596,1.4,1.4,5,4,0,0,0,0,1,0,0,0,1,0,143
25639,D18CL_323001,L8-BO_321144,CF,2,10,3000,1.53794756,0.075696547,1.715766477,0.108796111,0.161259264,0.249951859,2.104620398,2.285281249,0.08675521,0.136812966,0.646263162,0.353736838,0.35483871,0.365884591,0.386764825,58.28338658,22.41401208,11.90731995,0.911485246,08.11.2023 12:15,B-2,1.76E-05,1,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.0445883,03.11.2023 16:38,25639_193306_OD_x2y2,x2y2,0.004947664,1,0.6,5,4,0,0,0,0,1,0,0,0,1,0,143
25640,D18CL_323001,L8-BO_321144,CF,1,10,2000,1.544030772,0.077170121,1.72068522,0.107819759,0.203729446,0.315780641,2.109052974,2.295348877,0.115131916,0.181563031,0.63493447,0.36506553,0.35483871,0.365884591,0.497343672,65.8688558,24.3334042,14.838864,0.925801041,08.11.2023 12:18,B-3,7.24E-06,1.4,0.6,5.45,5.34,3.77,3.31,1.57,D18CL_323001,L8-BO_321144,CF,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt_D18CL:L8-BO,Jonas_DonorAcceptor-NoWidthOrderedDonor-No2bandHeight-NoInt,0.093070581,03.11.2023 16:44,25640_193319_OD_x3y2,x3y2,0.008595428,1.4,0.6,5,4,0,0,0,0,1,0,0,0,1,0,144
